"...1","index","Job.Title","Salary.Estimate","City","Company","Rating","State","Metro.Area","Industry","Sector","Lower.Salary","Upper.Salary","Avg.Salary.K.","cost.of.living","region"
607,773,"Analytics - Business Assurance Data Analyst","$31K-$55K (Glassdoor est.)","Cedar Rapids","GreatAmerica Financial Services","4.6","IA","Cedar Rapids","Lending","Finance",31,55,43,88.1,"Midwest"
608,776,"Associate Director/Director, Safety Scientist","$102K-$178K (Glassdoor est.)","Cambridge","Acceleron Pharma","4.4","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",102,178,140,132.6,"Massachusetts"
609,777,"Director, Precision Medicine Clinical Biomarker Scientist","$136K-$208K (Glassdoor est.)","Cambridge","Pfizer","4.0","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",136,208,172,132.6,"Massachusetts"
610,778,"Senior Scientist, Cell Pharmacology/Assay Development","Employer Provided Salary:$110K-$130K","Cambridge","Kronos Bio",NA,"MA","Boston","-1","-1",110,130,120,132.6,"Massachusetts"
611,779,"Data Analyst Senior","$48K-$85K (Glassdoor est.)","Philadelphia","AmeriHealth Caritas","3.0","PA","Philadelphia","Insurance Carriers","Insurance",48,85,66.5,103.4,"Northeast"
612,780,"Senior Formulations Scientist II","$71K-$129K (Glassdoor est.)","Alameda","Exelixis","3.0","CA","San Francisco","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",71,129,100,178.6,"California"
613,781,"Lead Data Engineer (Python)","$66K-$123K (Glassdoor est.)","San Francisco","Strategic Employment Partners","4.7","CA","San Francisco","Staffing & Outsourcing","Business Services",66,123,94.5,178.6,"California"
614,782,"Data Science Manager","$171K-$272K (Glassdoor est.)","San Francisco","Grand Rounds","4.2","CA","San Francisco","Health Care Services & Hospitals","Health Care",171,272,221.5,178.6,"California"
615,783,"Senior Data Scientist 4 Artificial Intelligence","$92K-$146K (Glassdoor est.)","Seattle","PNNL","3.8","WA","Seattle","Energy","Oil, Gas, Energy & Utilities",92,146,119,124.6,"West"
616,784,"Data Engineer","$65K-$126K (Glassdoor est.)","Chicago","SPINS, LLC","3.5","IL","Chicago","Consulting","Business Services",65,126,95.5,100.1,"Midwest"
617,785,"Director II, Data Science - GRS Predictive Analytics","$150K-$239K (Glassdoor est.)","Chicago","Liberty Mutual Insurance","3.3","IL","Chicago","Insurance Carriers","Insurance",150,239,194.5,100.1,"Midwest"
618,786,"Medical Lab Scientist - MLT","$21-$29 Per Hour(Glassdoor est.)","Omaha","Catholic Health Initiatives","3.2","NE","Omaha","Health Care Services & Hospitals","Health Care",43,60,51.5,92.9,"Midwest"
619,787,"Senior Operations Data Analyst, Call Center Operations","$10-$17 Per Hour(Glassdoor est.)","Nashville","FLEETCOR","2.7","TN","Nashville","Financial Transaction Processing","Finance",20,35,27.5,100.1,"South"
620,788,"Senior Quantitative Analyst","$118K-$228K (Glassdoor est.)","Jersey City","DTCC","3.3","NJ","New York","Brokerage Services","Finance",118,228,173,128,"Northeast"
621,789,"Geospatial Software Developer and Data Scientist","$82K-$129K(Employer est.)","Austin","Applied Research Laboratories","3.7","TX","Austin","Colleges & Universities","Education",82,129,105.5,106.6,"South"
622,790,"RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT","$52K-$91K (Glassdoor est.)","San Antonio","Southwest Research Institute","3.9","TX","San Antonio","Research & Development","Business Services",52,91,71.5,92.7,"South"
623,791,"Senior Scientist - Toxicologist - Product Integrity (Stewardship)","$47K-$101K (Glassdoor est.)","Winston-Salem","Reynolds American","3.1","NC","Winston-Salem","Consumer Products Manufacturing","Manufacturing",47,101,74,91.2,"South"
624,794,"Systems Engineer II - Data Analyst","$49K-$76K (Glassdoor est.)","Huntsville","Raytheon","3.7","AL","Huntsville, AL","Aerospace & Defense","Aerospace & Defense",49,76,62.5,91.3,"South"
625,795,"Senior Research Analytical Scientist-Non-Targeted Analysis","$43K-$88K (Glassdoor est.)","Durham","RTI International","4.3","NC","Durham","Research & Development","Business Services",43,88,65.5,99.8,"South"
626,797,"Data Scientist","$61K-$109K (Glassdoor est.)","Coraopolis","DICK'S Sporting Goods - Corporate","3.8","PA","Pittsburgh","Sporting Goods Stores","Retail",61,109,85,93.1,"Northeast"
627,799,"Principal Data Scientist","$113K-$182K (Glassdoor est.)","Gaithersburg","AstraZeneca","3.9","MD","Washington","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",113,182,147.5,120.1,"South"
628,802,"Director Data Science","$124K-$199K (Glassdoor est.)","Fort Lee","TRANZACT","3.6","NJ","New York","Advertising & Marketing","Business Services",124,199,161.5,128,"Northeast"
629,803,"Data Engineer","$58K-$104K (Glassdoor est.)","Roanoke","Carilion Clinic","3.7","VA","Roanoke","Health Care Services & Hospitals","Health Care",58,104,81,94.1,"South"
630,804,"Sr Data Analyst - IT","$52K-$93K (Glassdoor est.)","Blue Bell","United BioSource","2.1","PA","Philadelphia","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",52,93,72.5,103.4,"Northeast"
